inner_id,outer_fold,library_run,query_run,k,beta,late_q,mode,stage,num_points,wear_min_um,wear_max_um,mae_um,rmse_um,mean_residual_um,underest_ratio
fold1:c1->c4,fold1,c1,c4,5,0.5,0.8,delta-blend@k5_b05,early,101,91.47920989990234,97.94757843017578,1.7548822164535522,1.7923147678375244,1.7548822164535522,0.0
fold1:c1->c4,fold1,c1,c4,5,0.5,0.8,delta-blend@k5_b05,mid,45,98.04940032958984,121.59553527832031,1.4869881868362427,1.775181531906128,-0.6056442260742188,0.5555555555555556
fold1:c1->c4,fold1,c1,c4,5,0.5,0.8,delta-blend@k5_b05,late,73,122.64857482910156,210.91937255859375,3.7316207885742188,4.406895160675049,-3.7316207885742188,1.0
fold1:c1->c4,fold1,c1,c4,5,0.7,0.8,delta-blend@k5_b07,early,101,91.47920989990234,97.94757843017578,1.41106379032135,1.4856375455856323,1.41106379032135,0.0
fold1:c1->c4,fold1,c1,c4,5,0.7,0.8,delta-blend@k5_b07,mid,45,98.04940032958984,121.59553527832031,1.8279708623886108,2.3277461528778076,-1.1658127307891846,0.6444444444444445
fold1:c1->c4,fold1,c1,c4,5,0.7,0.8,delta-blend@k5_b07,late,73,122.64857482910156,210.91937255859375,4.843015193939209,5.104567527770996,-4.843015193939209,1.0
fold1:c1->c4,fold1,c1,c4,10,,0.8,delta-knn-only@k10,early,101,91.47920989990234,97.94757843017578,0.9905500411987305,1.1347718238830566,0.9272834658622742,0.1485148514851485
fold1:c1->c4,fold1,c1,c4,10,,0.8,delta-knn-only@k10,mid,45,98.04940032958984,121.59553527832031,2.4135098457336426,3.23980450630188,-1.97981858253479,0.7111111111111111
fold1:c1->c4,fold1,c1,c4,10,,0.8,delta-knn-only@k10,late,73,122.64857482910156,210.91937255859375,6.487127780914307,6.55782413482666,-6.487127780914307,1.0
fold1:c1->c4,fold1,c1,c4,10,0.3,0.8,delta-blend@k10_b03,early,101,91.47920989990234,97.94757843017578,2.1082863807678223,2.129815101623535,2.1082863807678223,0.0
fold1:c1->c4,fold1,c1,c4,10,0.3,0.8,delta-blend@k10_b03,mid,45,98.04940032958984,121.59553527832031,1.1967023611068726,1.3485195636749268,-0.03760138526558876,0.4888888888888889
fold1:c1->c4,fold1,c1,c4,10,0.3,0.8,delta-blend@k10_b03,late,73,122.64857482910156,210.91937255859375,2.6133320331573486,4.077606201171875,-2.6133320331573486,1.0
fold1:c1->c4,fold1,c1,c4,10,0.5,0.8,delta-blend@k10_b05,early,101,91.47920989990234,97.94757843017578,1.7708568572998047,1.8085370063781738,1.7708568572998047,0.0
fold1:c1->c4,fold1,c1,c4,10,0.5,0.8,delta-blend@k10_b05,mid,45,98.04940032958984,121.59553527832031,1.4880945682525635,1.7733591794967651,-0.5925210118293762,0.5555555555555556
fold1:c1->c4,fold1,c1,c4,10,0.5,0.8,delta-blend@k10_b05,late,73,122.64857482910156,210.91937255859375,3.72012996673584,4.394684791564941,-3.72012996673584,1.0
fold1:c1->c4,fold1,c1,c4,10,0.7,0.8,delta-blend@k10_b07,early,101,91.47920989990234,97.94757843017578,1.4334275722503662,1.5083942413330078,1.4334275722503662,0.0
fold1:c1->c4,fold1,c1,c4,10,0.7,0.8,delta-blend@k10_b07,mid,45,98.04940032958984,121.59553527832031,1.826540470123291,2.3224053382873535,-1.147439956665039,0.6222222222222222
fold1:c1->c4,fold1,c1,c4,10,0.7,0.8,delta-blend@k10_b07,late,73,122.64857482910156,210.91937255859375,4.826929569244385,5.087223052978516,-4.826929569244385,1.0
fold1:c4->c1,fold1,c4,c1,,,,head-only,early,73,94.5686264038086,109.89444732666016,1.4059122800827026,1.560449242591858,-0.35955193638801575,0.5753424657534246
fold1:c4->c1,fold1,c4,c1,,,,head-only,mid,73,110.37812042236328,134.4010467529297,0.7504822015762329,0.8182685971260071,0.29457759857177734,0.3835616438356164
fold1:c4->c1,fold1,c4,c1,,,,head-only,late,73,134.55799865722656,172.6868438720703,1.818315029144287,2.443403482437134,0.2624081075191498,0.5342465753424658
fold1:c4->c1,fold1,c4,c1,3,,0.0,delta-knn-only@k3,early,73,94.5686264038086,109.89444732666016,1.12260901927948,1.305662751197815,0.29928338527679443,0.3013698630136986
fold1:c4->c1,fold1,c4,c1,3,,0.0,delta-knn-only@k3,mid,73,110.37812042236328,134.4010467529297,5.971556186676025,6.188013553619385,5.971556186676025,0.0
