inner_id,outer_fold,library_run,query_run,k,beta,late_q,mode,library_wear_threshold_um,mse_full_raw,rmse_full_raw,mae_full_raw,valid_points
fold2:c6->c4,fold2,c6,c4,10,0.3,0.8,delta-blend@k10_b03,154.3047332763672,26.57086944580078,5.154693923580796,4.756358623504639,219
fold2:c6->c4,fold2,c6,c4,10,0.5,0.8,delta-blend@k10_b05,154.3047332763672,33.82902908325195,5.816272782740847,5.168233871459961,219
fold2:c6->c4,fold2,c6,c4,10,0.7,0.8,delta-blend@k10_b07,154.3047332763672,42.795867919921875,6.541855082461081,5.580109119415283,219
fold3:c1->c6,fold3,c1,c6,,,,head-only,,323.81304931640625,17.994806176127774,11.115558624267578,219
fold3:c1->c6,fold3,c1,c6,3,,0.0,delta-knn-only@k3,94.5686264038086,12.247084617614746,3.499583492019407,2.920743465423584,219
fold3:c1->c6,fold3,c1,c6,3,0.3,0.0,delta-blend@k3_b03,94.5686264038086,160.66014099121094,12.675178144358009,8.292509078979492,219
fold3:c1->c6,fold3,c1,c6,3,0.5,0.0,delta-blend@k3_b05,94.5686264038086,85.07396697998047,9.22355500769527,6.450325965881348,219
fold3:c1->c6,fold3,c1,c6,3,0.7,0.0,delta-blend@k3_b07,94.5686264038086,36.03375244140625,6.002812044484339,4.6361212730407715,219
fold3:c1->c6,fold3,c1,c6,5,,0.0,delta-knn-only@k5,94.5686264038086,12.251627922058105,3.5002325525682014,2.924288272857666,219
fold3:c1->c6,fold3,c1,c6,5,0.3,0.0,delta-blend@k5_b03,94.5686264038086,160.59957885742188,12.672788913945576,8.292601585388184,219
fold3:c1->c6,fold3,c1,c6,5,0.5,0.0,delta-blend@k5_b05,94.5686264038086,85.00250244140625,9.219680170234012,6.450497627258301,219
fold3:c1->c6,fold3,c1,c6,5,0.7,0.0,delta-blend@k5_b07,94.5686264038086,35.97501754760742,5.997917767659659,4.6364264488220215,219
fold3:c1->c6,fold3,c1,c6,10,,0.0,delta-knn-only@k10,94.5686264038086,12.225902557373047,3.4965558135646924,2.923123836517334,219
fold3:c1->c6,fold3,c1,c6,10,0.3,0.0,delta-blend@k10_b03,94.5686264038086,160.4942626953125,12.668633023941947,8.290885925292969,219
fold3:c1->c6,fold3,c1,c6,10,0.5,0.0,delta-blend@k10_b05,94.5686264038086,84.87346649169922,9.21267965858464,6.4476213455200195,219
fold3:c1->c6,fold3,c1,c6,10,0.7,0.0,delta-blend@k10_b07,94.5686264038086,35.859397888183594,5.9882716945863095,4.632500171661377,219
fold3:c1->c6,fold3,c1,c6,3,,0.8,delta-knn-only@k3,131.3871307373047,10.853509902954102,3.2944665581781374,2.5280299186706543,219
fold3:c1->c6,fold3,c1,c6,3,0.3,0.8,delta-blend@k3_b03,131.3871307373047,159.9063262939453,12.64540732020702,8.129266738891602,219
fold3:c1->c6,fold3,c1,c6,3,0.5,0.8,delta-blend@k3_b05,131.3871307373047,83.97746276855469,9.163921800656894,6.179691314697266,219
fold3:c1->c6,fold3,c1,c6,3,0.7,0.8,delta-blend@k3_b07,131.3871307373047,34.72249221801758,5.892579419746294,4.259869575500488,219
fold3:c1->c6,fold3,c1,c6,5,,0.8,delta-knn-only@k5,131.3871307373047,10.84826374053955,3.2936702537654785,2.5317606925964355,219
fold3:c1->c6,fold3,c1,c6,5,0.3,0.8,delta-blend@k5_b03,131.3871307373047,159.83067321777344,12.642415640128805,8.12588882446289,219
fold3:c1->c6,fold3,c1,c6,5,0.5,0.8,delta-blend@k5_b05,131.3871307373047,83.88668060302734,9.158967223602634,6.173884868621826,219
fold3:c1->c6,fold3,c1,c6,5,0.7,0.8,delta-blend@k5_b07,131.3871307373047,34.644779205322266,5.885981583841582,4.251870155334473,219
fold3:c1->c6,fold3,c1,c6,10,,0.8,delta-knn-only@k10,131.3871307373047,10.814769744873047,3.2885817223953926,2.531776189804077,219
fold3:c1->c6,fold3,c1,c6,10,0.3,0.8,delta-blend@k10_b03,131.3871307373047,159.7100067138672,12.637642450784371,8.121504783630371,219
fold3:c1->c6,fold3,c1,c6,10,0.5,0.8,delta-blend@k10_b05,131.3871307373047,83.73826599121094,9.150861489018995,6.166324615478516,219
fold3:c1->c6,fold3,c1,c6,10,0.7,0.8,delta-blend@k10_b07,131.3871307373047,34.51070785522461,5.874581504688194,4.240847587585449,219
fold3:c6->c1,fold3,c6,c1,,,,head-only,,6.68032169342041,2.5846318293753967,2.1450204849243164,219
fold3:c6->c1,fold3,c6,c1,3,,0.0,delta-knn-only@k3,115.6524887084961,14.348885536193848,3.7879922830166706,2.7015419006347656,219
fold3:c6->c1,fold3,c6,c1,3,0.3,0.0,delta-blend@k3_b03,115.6524887084961,5.482642650604248,2.3415043563069124,1.9524834156036377,219
fold3:c6->c1,fold3,c6,c1,3,0.5,0.0,delta-blend@k3_b05,115.6524887084961,6.350022792816162,2.5199251561933664,1.9995388984680176,219
fold3:c6->c1,fold3,c6,c1,3,0.7,0.0,delta-blend@k3_b07,115.6524887084961,8.550067901611328,2.9240499143501855,2.145934820175171,219
fold3:c6->c1,fold3,c6,c1,5,,0.0,delta-knn-only@k5,115.6524887084961,14.262238502502441,3.77653789898929,2.690985918045044,219
fold3:c6->c1,fold3,c6,c1,5,0.3,0.0,delta-blend@k5_b03,115.6524887084961,5.457139492034912,2.3360521167206247,1.9495460987091064,219
fold3:c6->c1,fold3,c6,c1,5,0.5,0.0,delta-blend@k5_b05,115.6524887084961,6.3072829246521,2.511430453875261,1.99649977684021,219
fold3:c6->c1,fold3,c6,c1,5,0.7,0.0,delta-blend@k5_b07,115.6524887084961,8.48990249633789,2.9137437252335507,2.1421337127685547,219
fold3:c6->c1,fold3,c6,c1,10,,0.0,delta-knn-only@k10,115.6524887084961,13.891877174377441,3.727180861506112,2.6478805541992188,219
fold3:c6->c1,fold3,c6,c1,10,0.3,0.0,delta-blend@k10_b03,115.6524887084961,5.393621444702148,2.322417155616568,1.9381141662597656,219
fold3:c6->c1,fold3,c6,c1,10,0.5,0.0,delta-blend@k10_b05,115.6524887084961,6.1787567138671875,2.4857105048390467,1.9809106588363647,219
fold3:c6->c1,fold3,c6,c1,10,0.7,0.0,delta-blend@k10_b07,115.6524887084961,8.278243064880371,2.8771936092102615,2.1188480854034424,219
fold3:c6->c1,fold3,c6,c1,3,,0.8,delta-knn-only@k3,154.3047332763672,66.74267578125,8.169619071979428,7.960299491882324,219
fold3:c6->c1,fold3,c6,c1,3,0.3,0.8,delta-blend@k3_b03,154.3047332763672,13.266510963439941,3.6423221937988877,3.1982738971710205,219
